attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
38495,3,pit,8/14/2015,200,201501721,2,nyn,7:10 PM,Marvin Hudson,Citi Field,"80 degrees, clear","17 mph, Out to LF",0
33697,9,sdn,8/14/2015,190,201501722,5,col,6:42 PM,Lance Barrett,Coors Field,"80 degrees, partly cloudy","9 mph, L to R",0
37678,1,sea,8/14/2015,210,201501723,15,bos,7:13 PM,Alan Porter,Fenway Park,"83 degrees, clear","12 mph, Out to RF",0
32512,3,tba,8/14/2015,175,201501724,5,tex,7:08 PM,Gabe Morales,Globe Life Park in Arlington,"94 degrees, clear","10 mph, L to R",0
41675,5,was,8/14/2015,181,201501725,8,sfn,7:15 PM,Chris Guccione,AT&T Park,"68 degrees, clear","14 mph, Out to RF",0
39251,4,ana,8/15/2015,175,201501726,9,kca,6:10 PM,Lance Barksdale,Kauffman Stadium,"88 degrees, clear","8 mph, L to R",0
29624,8,ari,8/15/2015,180,201501727,4,atl,7:10 PM,Dan Bellino,Turner Field,"88 degrees, partly cloudy","5 mph, R to L",0
39579,6,chn,8/15/2015,215,201501728,3,cha,6:10 PM,Joe West,U.S. Cellular Field,"84 degrees, clear","7 mph, Out to RF",0
46807,3,cin,8/15/2015,168,201501729,8,lan,6:10 PM,Dana DeMuth,Dodger Stadium,"90 degrees, clear","9 mph, Out to CF",0
30601,1,cle,8/15/2015,147,201501730,4,min,6:10 PM,Sam Holbrook,Target Field,"89 degrees, clear","13 mph, R to L",0
29482,4,det,8/15/2015,223,201501731,2,hou,6:13 PM,Bill Miller,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
44706,2,mia,8/15/2015,155,201501732,6,sln,6:16 PM,Tony Randazzo,Busch Stadium,"90 degrees, partly cloudy","6 mph, R to L",0
46630,4,nya,8/15/2015,177,201501733,1,tor,1:07 PM,Jordan Baker,Rogers Centre,"72 degrees, cloudy","8 mph, Out to RF",0
44028,3,oak,8/15/2015,145,201501734,4,bal,7:07 PM,Adam Hamari,Oriole Park at Camden Yards,"85 degrees, clear","2 mph, Out to LF",0
39204,2,phi,8/15/2015,178,201501735,4,mil,6:10 PM,Manny Gonzalez,Miller Park,"85 degrees, partly cloudy","8 mph, In from LF",0
38878,5,pit,8/15/2015,242,201501736,3,nyn,7:11 PM,Bob Davidson,Citi Field,"86 degrees, clear","16 mph, Out to LF",0
37554,7,sdn,8/15/2015,193,201501737,5,col,6:13 PM,Dan Iassogna,Coors Field,"91 degrees, cloudy","5 mph, L to R",0
36027,10,sea,8/15/2015,201,201501738,22,bos,1:35 PM,Ryan Blakney,Fenway Park,"84 degrees, cloudy","8 mph, Out to LF",0
32351,4,tba,8/15/2015,190,201501739,12,tex,7:08 PM,Eric Cooper,Globe Life Park in Arlington,"93 degrees, partly cloudy","10 mph, L to R",0
41916,6,was,8/15/2015,184,201501740,12,sfn,7:07 PM,Cory Blaser,AT&T Park,"77 degrees, clear","10 mph, Out to CF",0
36845,3,ana,8/16/2015,192,201501741,4,kca,7:08 PM,Quinn Wolcott,Kauffman Stadium,"88 degrees, partly cloudy","11 mph, R to L",0
20840,1,ari,8/16/2015,193,201501742,2,atl,1:36 PM,Chris Segal,Turner Field,"85 degrees, partly cloudy","3 mph, R to L",0
39475,1,chn,8/16/2015,166,201501743,3,cha,1:10 PM,D.J. Reyburn,U.S. Cellular Field,"94 degrees, partly cloudy","9 mph, In from RF",0
47388,1,cin,8/16/2015,161,201501744,2,lan,1:10 PM,Mike Estabrook,Dodger Stadium,"98 degrees, sunny","3 mph, Out to LF",0
27244,1,cle,8/16/2015,168,201501745,4,min,1:11 PM,Ben May,Target Field,"82 degrees, cloudy","6 mph, Out to LF",0
29969,5,det,8/16/2015,205,201501746,6,hou,1:12 PM,Doug Eddings,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
43826,6,mia,8/16/2015,193,201501747,4,sln,1:15 PM,Phil Cuzzi,Busch Stadium,"89 degrees, partly cloudy","9 mph, R to L",0
46792,1,nya,8/16/2015,161,201501748,3,tor,1:16 PM,Paul Emmel,Rogers Centre,"75 degrees, sunny","6 mph, L to R",0
28228,2,oak,8/16/2015,189,201501749,18,bal,1:37 PM,Ron Kulpa,Oriole Park at Camden Yards,"86 degrees, sunny","4 mph, L to R",0
33920,1,phi,8/16/2015,187,201501750,6,mil,1:10 PM,Bruce Dreckman,Miller Park,"87 degrees, partly cloudy","9 mph, L to R",0
40250,8,pit,8/16/2015,203,201501751,1,nyn,1:12 PM,David Rackley,Citi Field,"90 degrees, sunny","4 mph, Out to LF",42
28927,0,sdn,8/16/2015,151,201501752,5,col,2:11 PM,CB Bucknor,Coors Field,"85 degrees, partly cloudy","6 mph, R to L",0
35260,10,sea,8/16/2015,264,201501753,8,bos,1:36 PM,Mark Ripperger,Fenway Park,"85 degrees, sunny","4 mph, Out to RF",0
29167,3,tba,8/16/2015,184,201501754,5,tex,2:07 PM,Tripp Gibson III,Globe Life Park in Arlington,"94 degrees, partly cloudy","3 mph, Varies",0
41904,0,was,8/16/2015,137,201501755,5,sfn,1:06 PM,Jeff Nelson,AT&T Park,"85 degrees, partly cloudy","8 mph, Varies",0
27365,4,ari,8/17/2015,207,201501756,1,pit,7:08 PM,Fieldin Culbreth,PNC Park,"88 degrees, partly cloudy","6 mph, Out to CF",0
23716,3,atl,8/17/2015,178,201501757,5,sdn,7:10 PM,Laz Diaz,Petco Park,"80 degrees, cloudy","7 mph, L to R",0
36431,1,cha,8/17/2015,152,201501758,2,ana,7:07 PM,Ed Hickox,Angel Stadium of Anaheim,"79 degrees, clear","6 mph, Out to RF",0
32701,8,cle,8/17/2015,192,201501759,2,bos,7:11 PM,Mike Winters,Fenway Park,"89 degrees, partly cloudy","10 mph, Out to LF",0
21910,6,mia,8/17/2015,171,201501760,2,mil,7:11 PM,Adrian Johnson,Miller Park,"82 degrees, roof closed","0 mph, None",0
38493,7,min,8/17/2015,253,201501761,8,nya,7:09 PM,Scott Barry,Yankee Stadium,"86 degrees, partly cloudy","5 mph, R to L",0
22766,2,oak,8/17/2015,155,201501762,4,bal,7:07 PM,Brian Knight,Oriole Park at Camden Yards,"87 degrees, partly cloudy","2 mph, Out to CF",0
19880,3,sea,8/17/2015,171,201501763,4,tex,7:08 PM,Bill Welke,Globe Life Park in Arlington,"96 degrees, partly cloudy","7 mph, In from LF",0
40088,1,sfn,8/17/2015,160,201501764,2,sln,7:10 PM,Bob Davidson,Busch Stadium,"81 degrees, partly cloudy","6 mph, R to L",0
16256,9,tba,8/17/2015,203,201501765,2,hou,7:11 PM,Joe West,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
24975,8,ari,8/18/2015,311,201501766,9,pit,7:08 PM,Jim Reynolds,PNC Park,"76 degrees, cloudy","3 mph, Out to LF",0
28395,0,atl,8/18/2015,194,201501767,9,sdn,7:11 PM,Chris Guccione,Petco Park,"78 degrees, clear","8 mph, L to R",0
37114,3,cha,8/18/2015,149,201501768,5,ana,7:07 PM,Paul Nauert,Angel Stadium of Anaheim,"76 degrees, clear","9 mph, Out to CF",0
31907,1,cle,8/18/2015,176,201501769,9,bos,7:10 PM,Mike Muchlinski,Fenway Park,"73 degrees, cloudy","6 mph, R to L",0
39684,10,det,8/18/2015,216,201501770,8,chn,7:08 PM,Gerry Davis,Wrigley Field,"79 degrees, overcast","14 mph, R to L",137
28719,3,kca,8/18/2015,279,201501771,1,cin,7:10 PM,Mark Carlson,Great American Ball Park,"84 degrees, cloudy","6 mph, R to L",0
35067,4,lan,8/18/2015,225,201501772,5,oak,7:07 PM,Todd Tichenor,O.co Coliseum,"65 degrees, partly cloudy","13 mph, Out to RF",0
31937,9,mia,8/18/2015,218,201501773,6,mil,7:10 PM,Bill Miller,Miller Park,"80 degrees, roof closed","0 mph, None",0
38007,4,min,8/18/2015,196,201501774,8,nya,7:10 PM,Pat Hoberg,Yankee Stadium,"82 degrees, clear","11 mph, R to L",0
34068,5,nyn,8/18/2015,179,201501775,3,bal,7:51 PM,Lance Barrett,Oriole Park at Camden Yards,"81 degrees, cloudy","2 mph, Out to LF",46
26870,3,sea,8/18/2015,164,201501776,2,tex,7:07 PM,James Hoye,Globe Life Park in Arlington,"97 degrees, partly cloudy","11 mph, R to L",0
40297,2,sfn,8/18/2015,189,201501777,0,sln,7:46 PM,Hunter Wendelstedt,Busch Stadium,"75 degrees, drizzle","6 mph, Out to LF",31
17749,2,tba,8/18/2015,194,201501778,3,hou,7:11 PM,Clint Fagan,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
26547,8,tor,8/18/2015,190,201501779,5,phi,7:06 PM,Vic Carapazza,Citizens Bank Park,"85 degrees, partly cloudy","12 mph, Out to CF",0
24320,15,was,8/18/2015,225,201501780,6,col,6:42 PM,Gary Cederstrom,Coors Field,"67 degrees, cloudy","13 mph, R to L",0
32088,1,ari,8/19/2015,171,201501781,4,pit,7:07 PM,Manny Gonzalez,PNC Park,"85 degrees, partly cloudy","11 mph, Out to LF",0
20732,2,atl,8/19/2015,163,201501782,3,sdn,12:43 PM,Cory Blaser,Petco Park,"77 degrees, sunny","7 mph, L to R",0
35036,0,cha,8/19/2015,176,201501783,1,ana,7:07 PM,Dana DeMuth,Angel Stadium of Anaheim,"75 degrees, clear","3 mph, Varies",0
32465,4,cle,8/19/2015,189,201501784,6,bos,7:12 PM,Mark Wegner,Fenway Park,"82 degrees, clear","15 mph, Out to LF",0
40310,15,det,8/19/2015,228,201501785,8,chn,7:08 PM,Tony Randazzo,Wrigley Field,"68 degrees, cloudy","15 mph, Out to CF",0
18078,4,kca,8/19/2015,218,201501786,3,cin,8:47 PM,Chris Conroy,Great American Ball Park,"73 degrees, overcast","9 mph, In from RF",97
26122,2,lan,8/19/2015,154,201501787,5,oak,12:37 PM,Tim Timmons,O.co Coliseum,"68 degrees, sunny","7 mph, Out to RF",0
30453,7,mia,8/19/2015,191,201501788,8,mil,1:11 PM,Ben May,Miller Park,"75 degrees, partly cloudy","17 mph, R to L",0
38086,3,min,8/19/2015,154,201501789,4,nya,1:12 PM,Ted Barrett,Yankee Stadium,"85 degrees, partly cloudy","16 mph, In from RF",0
36165,4,nyn,8/19/2015,181,201501790,5,bal,7:07 PM,Tom Woodring,Oriole Park at Camden Yards,"85 degrees, partly cloudy","4 mph, R to L",0
20142,2,sea,8/19/2015,159,201501791,7,tex,1:08 PM,John Hirschbeck,Globe Life Park in Arlington,"90 degrees, partly cloudy","9 mph, Varies",0
40278,3,sfn,8/19/2015,174,201501792,4,sln,6:16 PM,Mike Everitt,Busch Stadium,"70 degrees, cloudy","9 mph, Out to CF",0
26001,2,tba,8/19/2015,244,201501793,3,hou,7:11 PM,Rob Drake,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
26246,4,tor,8/19/2015,144,201501794,7,phi,7:08 PM,Adam Hamari,Citizens Bank Park,"87 degrees, cloudy","10 mph, Out to CF",0
24863,4,was,8/19/2015,177,201501795,1,col,6:43 PM,Jim Wolf,Coors Field,"68 degrees, clear","3 mph, Out to LF",0
22063,5,ari,8/20/2015,201,201501796,4,cin,7:10 PM,Marty Foster,Great American Ball Park,"75 degrees, partly cloudy","14 mph, Varies",0
34633,1,atl,8/20/2015,179,201501797,7,chn,7:06 PM,Doug Eddings,Wrigley Field,"71 degrees, partly cloudy","14 mph, L to R",0
37142,8,cha,8/20/2015,201,201501798,2,ana,7:06 PM,Mike Estabrook,Angel Stadium of Anaheim,"75 degrees, clear","6 mph, Out to RF",0
36129,3,cle,8/20/2015,187,201501799,2,nya,7:10 PM,Dan Iassogna,Yankee Stadium,"79 degrees, overcast","14 mph, L to R",0
35458,1,kca,8/20/2015,169,201501800,4,bos,7:10 PM,David Rackley,Fenway Park,"73 degrees, partly cloudy","16 mph, Out to RF",0
20109,15,min,8/20/2015,171,201501801,2,bal,9:36 PM,Gabe Morales,Oriole Park at Camden Yards,"74 degrees, cloudy","2 mph, Out to LF",151
19689,7,phi,8/20/2015,213,201501802,9,mia,7:10 PM,Angel Hernandez,Marlins Park,"78 degrees, roof closed","0 mph, None",0
36671,0,sfn,8/20/2015,171,201501803,4,pit,7:07 PM,Toby Basner,PNC Park,"78 degrees, partly cloudy","13 mph, R to L",0
18177,1,tba,8/20/2015,152,201501804,0,hou,7:12 PM,D.J. Reyburn,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
33727,0,tex,8/20/2015,167,201501805,4,det,7:08 PM,Ron Kulpa,Comerica Park,"70 degrees, cloudy","19 mph, R to L",0
25211,2,was,8/20/2015,167,201501806,3,col,6:41 PM,Lance Barksdale,Coors Field,"83 degrees, clear","5 mph, Out to LF",0
26757,6,ari,8/21/2015,182,201501807,3,cin,7:10 PM,Mike Winters,Great American Ball Park,"77 degrees, clear","3 mph, L to R",0
39211,3,atl,8/21/2015,173,201501808,5,chn,3:06 PM,Adrian Johnson,Wrigley Field,"81 degrees, partly cloudy","8 mph, Out to CF",0
35770,11,cha,8/21/2015,186,201501809,4,sea,7:10 PM,Quinn Wolcott,Safeco Field,"70 degrees, partly cloudy","1 mph, Varies",0
35940,7,cle,8/21/2015,219,201501810,3,nya,7:11 PM,CB Bucknor,Yankee Stadium,"83 degrees, clear","6 mph, R to L",0
35203,2,kca,8/21/2015,151,201501811,7,bos,7:10 PM,Bob Davidson,Fenway Park,"80 degrees, partly cloudy","8 mph, Out to LF",0
33833,0,lan,8/21/2015,151,201501812,3,hou,7:11 PM,John Tumpane,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
29916,10,mil,8/21/2015,204,201501813,3,was,7:04 PM,Joe West,Nationals Park,"80 degrees, partly cloudy","0 mph, None",0
32025,4,min,8/21/2015,186,201501814,3,bal,7:06 PM,Eric Cooper,Oriole Park at Camden Yards,"80 degrees, partly cloudy","5 mph, L to R",0
31079,14,nyn,8/21/2015,214,201501815,9,col,6:42 PM,Ryan Blakney,Coors Field,"89 degrees, partly cloudy","5 mph, Out to RF",0
19391,7,phi,8/21/2015,156,201501816,1,mia,7:11 PM,Will Little,Marlins Park,"78 degrees, roof closed","0 mph, None",0
37692,6,sfn,8/21/2015,192,201501817,4,pit,7:08 PM,Phil Cuzzi,PNC Park,"76 degrees, clear","6 mph, Out to LF",0
32734,3,sln,8/21/2015,187,201501818,9,sdn,7:10 PM,Tim Welke,Petco Park,"72 degrees, clear","9 mph, L to R",0
20671,2,tba,8/21/2015,172,201501819,1,oak,7:08 PM,Ed Hickox,O.co Coliseum,"61 degrees, overcast","16 mph, Out to RF",0
34718,2,tex,8/21/2015,188,201501820,0,det,7:09 PM,Brian Knight,Comerica Park,"77 degrees, partly cloudy","8 mph, Out to LF",0
41110,9,tor,8/21/2015,187,201501821,2,ana,7:08 PM,Jeff Nelson,Angel Stadium of Anaheim,"75 degrees, clear","10 mph, Out to CF",0
36216,11,ari,8/22/2015,221,201501822,7,cin,7:12 PM,Mike Muchlinski,Great American Ball Park,"77 degrees, clear","13 mph, Varies",0
41196,7,atl,8/22/2015,162,201501823,9,chn,3:05 PM,Bill Miller,Wrigley Field,"81 degrees, sunny","14 mph, In from RF",0
32085,6,cha,8/22/2015,203,201501824,3,sea,6:10 PM,Gary Cederstrom,Safeco Field,"76 degrees, clear","3 mph, Out to RF",0
47031,2,cle,8/22/2015,172,201501825,6,nya,1:12 PM,Lance Barrett,Yankee Stadium,"80 degrees, sunny","5 mph, L to R",0
37135,6,kca,8/22/2015,209,201501826,3,bos,7:10 PM,Hunter Wendelstedt,Fenway Park,"69 degrees, cloudy","8 mph, In from CF",0
39999,1,lan,8/22/2015,148,201501827,3,hou,6:25 PM,Bill Welke,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
33171,1,mil,8/22/2015,164,201501828,6,was,7:06 PM,Clint Fagan,Nationals Park,"85 degrees, clear","4 mph, In from CF",0
35301,3,min,8/22/2015,181,201501829,2,bal,7:06 PM,Mark Carlson,Oriole Park at Camden Yards,"80 degrees, clear","4 mph, L to R",0
46170,14,nyn,8/22/2015,207,201501830,9,col,6:11 PM,Paul Schrieber,Coors Field,"73 degrees, clear","15 mph, R to L",0
22113,4,phi,8/22/2015,170,201501831,2,mia,7:11 PM,Pat Hoberg,Marlins Park,"77 degrees, roof closed","0 mph, None",0
38259,2,sfn,8/22/2015,154,201501832,3,pit,4:07 PM,Gerry Davis,PNC Park,"78 degrees, sunny","4 mph, In from RF",0
44816,0,sln,8/22/2015,191,201501833,8,sdn,5:41 PM,Chris Segal,Petco Park,"76 degrees, partly cloudy","8 mph, L to R",0
35067,5,tba,8/22/2015,157,201501834,4,oak,6:07 PM,Paul Nauert,O.co Coliseum,"65 degrees, partly cloudy","16 mph, Out to RF",0
39082,5,tex,8/22/2015,175,201501835,3,det,7:08 PM,Vic Carapazza,Comerica Park,"77 degrees, clear","7 mph, In from CF",0
42578,15,tor,8/22/2015,196,201501836,3,ana,6:41 PM,Laz Diaz,Angel Stadium of Anaheim,"78 degrees, clear","6 mph, Out to CF",0
27656,4,ari,8/23/2015,173,201501837,0,cin,1:10 PM,Mark Wegner,Great American Ball Park,"83 degrees, sunny","6 mph, Varies",0
39581,3,atl,8/23/2015,177,201501838,9,chn,1:21 PM,Ben May,Wrigley Field,"76 degrees, sunny","14 mph, Out to RF",0
30537,6,cha,8/23/2015,168,201501839,8,sea,1:10 PM,Jim Wolf,Safeco Field,"67 degrees, sunny","3 mph, Out to RF",0
46945,4,cle,8/23/2015,217,201501840,3,nya,1:12 PM,Tom Woodring,Yankee Stadium,"80 degrees, partly cloudy","3 mph, L to R",0
36151,8,kca,8/23/2015,220,201501841,6,bos,1:35 PM,Mike Everitt,Fenway Park,"70 degrees, overcast","8 mph, In from LF",0
28665,2,lan,8/23/2015,196,201501842,3,hou,1:12 PM,James Hoye,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
28039,5,mil,8/23/2015,183,201501843,9,was,1:36 PM,Rob Drake,Nationals Park,"81 degrees, partly cloudy","1 mph, In from LF",0
35144,4,min,8/23/2015,264,201501844,3,bal,1:37 PM,Chris Conroy,Oriole Park at Camden Yards,"80 degrees, cloudy","3 mph, In from RF",0
33200,5,nyn,8/23/2015,162,201501845,1,col,2:10 PM,Fieldin Culbreth,Coors Field,"74 degrees, partly cloudy","2 mph, In from LF",0
22693,2,phi,8/23/2015,160,201501846,0,mia,1:11 PM,Ted Barrett,Marlins Park,"76 degrees, roof closed","0 mph, None",0
31364,2,sfn,8/23/2015,212,201501847,5,pit,8:09 PM,Tony Randazzo,PNC Park,"78 degrees, cloudy","8 mph, Out to LF",0
33756,10,sln,8/23/2015,209,201501848,3,sdn,1:11 PM,Todd Tichenor,Petco Park,"78 degrees, sunny","1 mph, L to R",0
19425,2,tba,8/23/2015,178,201501849,8,oak,1:08 PM,Dana DeMuth,O.co Coliseum,"68 degrees, partly cloudy","5 mph, Out to CF",0
39317,4,tex,8/23/2015,181,201501850,2,det,1:09 PM,Adam Hamari,Comerica Park,"79 degrees, sunny","14 mph, R to L",0
37060,12,tor,8/23/2015,183,201501851,5,ana,12:39 PM,Chris Guccione,Angel Stadium of Anaheim,"79 degrees, sunny","6 mph, Out to RF",0
27797,3,bal,8/24/2015,138,201501852,8,kca,7:11 PM,John Hirschbeck,Kauffman Stadium,"79 degrees, clear","5 mph, L to R",0
18051,5,bos,8/24/2015,190,201501853,4,cha,7:11 PM,Doug Eddings,U.S. Cellular Field,"68 degrees, overcast","18 mph, L to R",0
36283,1,cle,8/24/2015,158,201501854,2,chn,1:06 PM,Marvin Hudson,Wrigley Field,"73 degrees, partly cloudy","16 mph, Out to CF",0
13920,3,col,8/24/2015,163,201501855,5,atl,7:12 PM,Larry Vanover,Turner Field,"87 degrees, partly cloudy","11 mph, L to R",0
30150,5,det,8/24/2015,203,201501856,12,cin,7:10 PM,Jerry Meals,Great American Ball Park,"72 degrees, clear","9 mph, R to L",0
37125,0,hou,8/24/2015,167,201501857,1,nya,7:09 PM,Gabe Morales,Yankee Stadium,"81 degrees, clear","10 mph, R to L",0
23744,16,nyn,8/24/2015,213,201501858,7,phi,7:09 PM,Tom Hallion,Citizens Bank Park,"84 degrees, cloudy","6 mph, Out to CF",0
17970,11,oak,8/24/2015,189,201501859,5,sea,7:10 PM,Manny Gonzalez,Safeco Field,"72 degrees, overcast","2 mph, Out to LF",0
17644,5,pit,8/24/2015,201,201501860,2,mia,7:11 PM,Jeff Kellogg,Marlins Park,"76 degrees, roof closed","0 mph, None",0
19892,5,sln,8/24/2015,199,201501861,3,ari,7:08 PM,Greg Gibson,Chase Field,"80 degrees, roof closed","0 mph, None",0
33649,8,ana,8/25/2015,207,201501862,7,det,7:08 PM,Dan Iassogna,Comerica Park,"64 degrees, cloudy","8 mph, R to L",0
29734,2,bal,8/25/2015,177,201501863,3,kca,7:10 PM,John Tumpane,Kauffman Stadium,"81 degrees, clear","5 mph, L to R",0
14393,4,bos,8/25/2015,180,201501864,5,cha,7:11 PM,Mark Ripperger,U.S. Cellular Field,"68 degrees, overcast","7 mph, L to R",0
41595,8,chn,8/25/2015,188,201501865,5,sfn,7:15 PM,Lance Barksdale,AT&T Park,"64 degrees, partly cloudy","14 mph, Out to CF",0
13863,5,col,8/25/2015,188,201501866,1,atl,7:10 PM,Brian Knight,Turner Field,"81 degrees, clear","14 mph, Varies",0
38015,15,hou,8/25/2015,185,201501867,1,nya,7:09 PM,Eric Cooper,Yankee Stadium,"85 degrees, clear","4 mph, Out to LF",0
22783,5,lan,8/25/2015,184,201501868,1,cin,7:10 PM,Cory Blaser,Great American Ball Park,"70 degrees, cloudy","6 mph, Out to LF",0
11687,6,mil,8/25/2015,174,201501869,11,cle,7:10 PM,Tim Timmons,Progressive Field,"66 degrees, overcast","12 mph, Out to RF",0
9632,11,min,8/25/2015,204,201501870,7,tba,7:10 PM,Andy Fletcher,Tropicana Field,"72 degrees, dome","0 mph, None",0
23544,6,nyn,8/25/2015,211,201501871,5,phi,7:06 PM,Dan Bellino,Citizens Bank Park,"85 degrees, clear","13 mph, L to R",0
17498,5,oak,8/25/2015,185,201501872,6,sea,7:11 PM,Jim Reynolds,Safeco Field,"73 degrees, partly cloudy","3 mph, L to R",0
17371,2,pit,8/25/2015,168,201501873,5,mia,7:10 PM,Brian O'Nora,Marlins Park,"77 degrees, roof closed","0 mph, None",0
34199,3,sdn,8/25/2015,188,201501874,8,was,7:06 PM,David Rackley,Nationals Park,"82 degrees, clear","5 mph, In from LF",0
18720,9,sln,8/25/2015,190,201501875,1,ari,6:40 PM,Chad Fairchild,Chase Field,"79 degrees, roof closed","0 mph, None",0
22227,6,tor,8/25/2015,182,201501876,5,tex,7:08 PM,Mike Estabrook,Globe Life Park in Arlington,"88 degrees, partly cloudy","11 mph, L to R",0
31938,0,ana,8/26/2015,168,201501877,5,det,7:08 PM,Dale Scott,Comerica Park,"67 degrees, cloudy","6 mph, Out to CF",0
33003,8,bal,8/26/2015,167,201501878,5,kca,7:10 PM,Joe West,Kauffman Stadium,"80 degrees, clear","9 mph, R to L",0
17812,3,bos,8/26/2015,151,201501879,0,cha,7:10 PM,Bill Miller,U.S. Cellular Field,"64 degrees, cloudy","6 mph, Out to RF",0
41640,2,chn,8/26/2015,159,201501880,4,sfn,7:15 PM,Ryan Blakney,AT&T Park,"68 degrees, partly cloudy","12 mph, Out to RF",0
18328,6,col,8/26/2015,198,201501881,3,atl,7:10 PM,Vic Carapazza,Turner Field,"83 degrees, partly cloudy","10 mph, R to L",0
37259,6,hou,8/26/2015,206,201501882,2,nya,1:09 PM,Sam Holbrook,Yankee Stadium,"80 degrees, sunny","8 mph, Out to CF",0
17712,7,lan,8/26/2015,196,201501883,4,cin,7:10 PM,Jeff Nelson,Great American Ball Park,"71 degrees, partly cloudy","3 mph, L to R",0
13052,2,mil,8/26/2015,219,201501884,6,cle,7:10 PM,Tim Welke,Progressive Field,"64 degrees, overcast","13 mph, Out to RF",0
9205,5,min,8/26/2015,201,201501885,3,tba,7:10 PM,Jordan Baker,Tropicana Field,"72 degrees, dome","0 mph, None",0
22184,9,nyn,8/26/2015,196,201501886,4,phi,7:05 PM,Bruce Dreckman,Citizens Bank Park,"79 degrees, partly cloudy","10 mph, L to R",0
23338,2,oak,8/26/2015,180,201501887,8,sea,12:41 PM,Paul Schrieber,Safeco Field,"68 degrees, partly cloudy","6 mph, Out to RF",0
16560,7,pit,8/26/2015,151,201501888,2,mia,7:10 PM,Clint Fagan,Marlins Park,"76 degrees, roof closed","0 mph, None",0
29332,6,sdn,8/26/2015,187,201501889,5,was,7:05 PM,Bob Davidson,Nationals Park,"78 degrees, partly cloudy","10 mph, In from LF",0
17572,3,sln,8/26/2015,155,201501890,1,ari,6:40 PM,Pat Hoberg,Chase Field,"78 degrees, roof closed","0 mph, None",0
20572,12,tor,8/26/2015,199,201501891,4,tex,7:08 PM,Ed Hickox,Globe Life Park in Arlington,"94 degrees, clear","4 mph, L to R",0
36198,2,ana,8/27/2015,159,201501892,0,det,1:08 PM,CB Bucknor,Comerica Park,"63 degrees, overcast","8 mph, Out to CF",0
31155,3,bal,8/27/2015,166,201501893,5,kca,2:45 PM,Bill Welke,Kauffman Stadium,"66 degrees, overcast","13 mph, R to L",95
41847,1,chn,8/27/2015,156,201501894,9,sfn,12:46 PM,Gary Cederstrom,AT&T Park,"79 degrees, sunny","5 mph, Out to CF",0
25529,1,lan,8/27/2015,174,201501895,0,cin,12:36 PM,Laz Diaz,Great American Ball Park,"70 degrees, partly cloudy","2 mph, Varies",0
9375,4,min,8/27/2015,169,201501896,5,tba,7:10 PM,Paul Emmel,Tropicana Field,"72 degrees, dome","0 mph, None",0
22526,9,nyn,8/27/2015,272,201501897,5,phi,7:06 PM,Alfonso Marquez,Citizens Bank Park,"79 degrees, cloudy","10 mph, In from LF",0
19950,2,pit,8/27/2015,166,201501898,1,mia,7:11 PM,Alan Porter,Marlins Park,"74 degrees, roof closed","0 mph, None",0
28908,2,sdn,8/27/2015,181,201501899,4,was,7:07 PM,Hunter Wendelstedt,Nationals Park,"79 degrees, partly cloudy","6 mph, In from LF",0
15076,2,sea,8/27/2015,159,201501900,4,cha,7:11 PM,Chris Segal,U.S. Cellular Field,"72 degrees, partly cloudy","7 mph, L to R",0
22036,5,sln,8/27/2015,204,201501901,3,ari,6:40 PM,Jim Joyce,Chase Field,"78 degrees, roof closed","0 mph, None",0
17884,1,tor,8/27/2015,220,201501902,4,tex,1:08 PM,Paul Nauert,Globe Life Park in Arlington,"90 degrees, cloudy","8 mph, Out to CF",0
22273,1,ana,8/28/2015,154,201501903,3,cle,7:11 PM,Adam Hamari,Progressive Field,"71 degrees, partly cloudy","8 mph, In from RF",0
28337,1,bal,8/28/2015,143,201501904,4,tex,7:09 PM,Fieldin Culbreth,Globe Life Park in Arlington,"93 degrees, cloudy","11 mph, R to L",0
39401,6,bos,8/28/2015,239,201501905,4,nyn,7:10 PM,John Hirschbeck,Citi Field,"79 degrees, clear","3 mph, In from LF",0
44874,1,chn,8/28/2015,148,201501906,4,lan,7:10 PM,Greg Gibson,Dodger Stadium,"83 degrees, clear","6 mph, Out to RF",0
27632,0,cin,8/28/2015,171,201501907,5,mil,7:11 PM,Tom Hallion,Miller Park,"73 degrees, roof closed","0 mph, None",0
32607,3,col,8/28/2015,190,201501908,5,pit,7:08 PM,Chris Guccione,PNC Park,"80 degrees, clear","3 mph, Out to LF",0
46518,3,det,8/28/2015,145,201501909,5,tor,7:08 PM,Marvin Hudson,Rogers Centre,"68 degrees, cloudy","6 mph, Out to LF",0
28636,0,hou,8/28/2015,169,201501910,3,min,7:11 PM,Ben May,Target Field,"70 degrees, partly cloudy","14 mph, In from RF",0
