attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
32267,4,kca,5/2/2018,165,201800439,5,bos,1:05 PM,Brian O'Nora,Fenway Park,"86 degrees, sunny","14 mph, Out to CF",0
19531,2,lan,5/2/2018,192,201800440,1,ari,6:40 PM,Vic Carapazza,Chase Field,"74 degrees, clear","7 mph, L to R",0
10346,3,mil,5/2/2018,168,201800441,1,cin,7:10 PM,Mike Winters,Great American Ball Park,"83 degrees, cloudy","14 mph, R to L",0
31617,4,nya,5/2/2018,151,201800442,0,hou,7:11 PM,Alfonso Marquez,Minute Maid Park,"80 degrees, cloudy","16 mph, Out to CF",0
11603,3,oak,5/2/2018,145,201800443,2,sea,7:10 PM,Alan Porter,Safeco Field,"68 degrees, partly cloudy","3 mph, Out to RF",0
5941,6,phi,5/2/2018,174,201800444,0,mia,7:10 PM,James Hoye,Marlins Park,"76 degrees, roof closed","0 mph, None",0
27086,3,pit,5/2/2018,175,201800445,9,was,7:06 PM,Eric Cooper,Nationals Park,"89 degrees, clear","7 mph, Out to CF",0
36475,4,sdn,5/2/2018,182,201800446,9,sfn,12:45 PM,Chris Guccione,AT&T Park,"63 degrees, sunny","13 mph, Out to RF",0
20866,2,tba,5/2/2018,208,201800447,3,det,1:11 PM,Chad Whitson,Comerica Park,"76 degrees, partly cloudy","19 mph, R to L",0
15637,4,tex,5/2/2018,161,201800448,12,cle,1:11 PM,Chris Segal,Progressive Field,"82 degrees, partly cloudy","18 mph, Out to RF",0
16420,0,tor,5/2/2018,167,201800449,4,min,12:10 PM,Dan Bellino,Target Field,"58 degrees, sunny","10 mph, Out to RF",0
26882,11,atl,5/3/2018,160,201800450,0,nyn,1:10 PM,Nic Lentz,Citi Field,"90 degrees, sunny","17 mph, Out to CF",0
35879,3,bal,5/3/2018,182,201800451,12,ana,7:07 PM,Brian Gorman,Angel Stadium of Anaheim,"71 degrees, clear","8 mph, Out to CF",0
22348,5,bos,5/3/2018,200,201800452,11,tex,7:14 PM,Phil Cuzzi,Globe Life Park in Arlington,"77 degrees, partly cloudy","11 mph, R to L",0
28866,6,det,5/3/2018,187,201800453,10,kca,1:16 PM,Manny Gonzalez,Kauffman Stadium,"76 degrees, partly cloudy","17 mph, R to L",0
21407,5,lan,5/3/2018,197,201800454,2,ari,12:40 PM,Jordan Baker,Chase Field,"74 degrees, sunny","3 mph, L to R",0
13260,5,min,5/3/2018,174,201800455,6,cha,7:11 PM,Gary Cederstrom,Guaranteed Rate Field,"57 degrees, cloudy","5 mph, In from RF",0
34838,6,nya,5/3/2018,191,201800456,5,hou,1:11 PM,Jim Reynolds,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
12888,1,oak,5/3/2018,151,201800457,4,sea,7:10 PM,Ryan Blakney,Safeco Field,"70 degrees, partly cloudy","6 mph, Out to CF",0
30434,1,pit,5/3/2018,162,201800458,3,was,1:05 PM,Chad Fairchild,Nationals Park,"87 degrees, sunny","12 mph, Out to CF",0
1,13,tor,5/3/2018,287,201800459,11,cle,3:03 PM,Mark Carlson,Progressive Field,"73 degrees, cloudy","14 mph, Out to RF",113
19008,4,tor,5/3/2018,191,201800460,13,cle,8:31 PM,Brian Knight,Progressive Field,"68 degrees, cloudy","11 mph, L to R",0
41705,5,ana,5/4/2018,190,201800461,0,sea,7:10 PM,Jim Wolf,Safeco Field,"61 degrees, partly cloudy","2 mph, In from CF",0
12723,4,bal,5/4/2018,201,201800462,6,oak,7:07 PM,David Rackley,Oakland Coliseum,"66 degrees, partly cloudy","7 mph, Out to RF",0
31404,5,bos,5/4/2018,156,201800463,1,tex,7:08 PM,Adam Hamari,Globe Life Park in Arlington,"69 degrees, partly cloudy","5 mph, Out to CF",0
46099,2,chn,5/4/2018,178,201800464,3,sln,7:16 PM,Bill Miller,Busch Stadium,"72 degrees, partly cloudy","8 mph, Out to RF",0
46869,6,cle,5/4/2018,202,201800465,7,nya,7:08 PM,Tim Timmons,Yankee Stadium,"79 degrees, partly cloudy","9 mph, In from RF",0
34030,8,col,5/4/2018,194,201800466,7,nyn,7:10 PM,Bruce Dreckman,Citi Field,"74 degrees, partly cloudy","12 mph, Out to LF",0
24648,2,det,5/4/2018,169,201800467,4,kca,7:15 PM,Jeff Nelson,Kauffman Stadium,"77 degrees, clear","7 mph, R to L",0
29463,8,hou,5/4/2018,170,201800468,0,ari,6:41 PM,Dan Iassogna,Chase Field,"95 degrees, clear","5 mph, Varies",0
21536,4,lan,5/4/2018,187,201800469,0,sdn,8:10 PM,John Tumpane,Estadio de Beisbol Monterrey,"73 degrees, cloudy","6 mph, L to R",0
22610,1,mia,5/4/2018,175,201800470,4,cin,7:10 PM,Gerry Davis,Great American Ball Park,"68 degrees, overcast","10 mph, Varies",0
15935,6,min,5/4/2018,199,201800471,4,cha,7:10 PM,Cory Blaser,Guaranteed Rate Field,"74 degrees, partly cloudy","11 mph, R to L",0
35497,3,phi,5/4/2018,169,201800472,7,was,7:05 PM,Rob Drake,Nationals Park,"86 degrees, partly cloudy","10 mph, Out to LF",39
32869,6,pit,5/4/2018,191,201800473,4,mil,7:10 PM,Quinn Wolcott,Miller Park,"74 degrees, partly cloudy","9 mph, Out to CF",0
41807,9,sfn,5/4/2018,165,201800474,4,atl,7:36 PM,Jerry Layne,SunTrust Park,"82 degrees, partly cloudy","2 mph, R to L",0
11117,2,tor,5/4/2018,159,201800475,6,tba,7:10 PM,Fieldin Culbreth,Tropicana Field,"72 degrees, dome","0 mph, None",0
36977,8,ana,5/5/2018,269,201800476,9,sea,6:10 PM,D.J. Reyburn,Safeco Field,"65 degrees, partly cloudy","2 mph, Out to CF",0
24612,0,bal,5/5/2018,212,201800477,2,oak,6:07 PM,Larry Vanover,Oakland Coliseum,"57 degrees, cloudy","15 mph, Out to RF",0
35728,6,bos,5/5/2018,198,201800478,5,tex,7:07 PM,Adrian Johnson,Globe Life Park in Arlington,"81 degrees, clear","8 mph, Out to RF",0
47154,6,chn,5/5/2018,222,201800479,8,sln,1:15 PM,Angel Hernandez,Busch Stadium,"79 degrees, sunny","1 mph, In from CF",0
43075,2,cle,5/5/2018,151,201800480,5,nya,1:09 PM,Tony Randazzo,Yankee Stadium,"70 degrees, partly cloudy","13 mph, L to R",0
37550,2,col,5/5/2018,148,201800481,0,nyn,7:10 PM,Mike Estabrook,Citi Field,"67 degrees, cloudy","13 mph, Out to LF",0
20708,3,det,5/5/2018,186,201800482,2,kca,3:15 PM,Laz Diaz,Kauffman Stadium,"83 degrees, sunny","6 mph, L to R",0
39154,3,hou,5/5/2018,214,201800483,4,ari,5:10 PM,Mike DiMuro,Chase Field,"77 degrees, roof closed","0 mph, None",0
21791,4,lan,5/5/2018,206,201800484,7,sdn,6:11 PM,Mark Wegner,Estadio de Beisbol Monterrey,"70 degrees, cloudy","2 mph, Varies",0
19609,6,mia,5/5/2018,160,201800485,0,cin,7:20 PM,Pat Hoberg,Great American Ball Park,"62 degrees, overcast","4 mph, In from LF",10
23765,8,min,5/5/2018,203,201800486,4,cha,6:10 PM,Stu Scheurwater,Guaranteed Rate Field,"80 degrees, partly cloudy","8 mph, In from RF",0
34687,3,phi,5/5/2018,193,201800487,1,was,4:05 PM,Mike Muchlinski,Nationals Park,"70 degrees, cloudy","2 mph, Out to LF",0
32720,3,pit,5/5/2018,193,201800488,5,mil,6:10 PM,Jeff Kellogg,Miller Park,"66 degrees, clear","12 mph, Out to CF",0
38264,11,sfn,5/5/2018,178,201800489,2,atl,7:11 PM,Greg Gibson,SunTrust Park,"75 degrees, cloudy","6 mph, In from RF",0
16297,3,tor,5/5/2018,172,201800490,5,tba,6:10 PM,CB Bucknor,Tropicana Field,"72 degrees, dome","0 mph, None",0
40142,8,ana,5/6/2018,191,201800491,2,sea,1:10 PM,Sam Holbrook,Safeco Field,"69 degrees, partly cloudy","0 mph, Calm",0
17112,1,bal,5/6/2018,145,201800492,2,oak,1:07 PM,Hunter Wendelstedt,Oakland Coliseum,"64 degrees, partly cloudy","13 mph, Out to RF",0
28360,6,bos,5/6/2018,153,201800493,1,tex,2:08 PM,Dan Bellino,Globe Life Park in Arlington,"84 degrees, sunny","4 mph, R to L",0
45438,3,chn,5/6/2018,286,201800494,4,sln,7:08 PM,Todd Tichenor,Busch Stadium,"80 degrees, partly cloudy","9 mph, L to R",59
40107,4,cle,5/6/2018,185,201800495,7,nya,1:08 PM,Lance Barrett,Yankee Stadium,"61 degrees, cloudy","13 mph, L to R",0
33580,3,col,5/6/2018,182,201800496,2,nyn,1:11 PM,Eric Cooper,Citi Field,"62 degrees, cloudy","11 mph, In from CF",0
18424,2,det,5/6/2018,136,201800497,4,kca,1:15 PM,Jansen Visconti,Kauffman Stadium,"83 degrees, sunny","6 mph, Out to RF",0
35632,1,hou,5/6/2018,175,201800498,3,ari,1:10 PM,Roberto Ortiz,Chase Field,"73 degrees, roof closed","0 mph, None",0
21789,0,lan,5/6/2018,190,201800499,3,sdn,3:10 PM,Alfonso Marquez,Estadio de Beisbol Monterrey,"84 degrees, partly cloudy","2 mph, Calm",0
19800,8,mia,5/6/2018,216,201800500,5,cin,4:11 PM,Mark Carlson,Great American Ball Park,"79 degrees, sunny","4 mph, Out to LF",73
17424,5,min,5/6/2018,176,201800501,3,cha,1:10 PM,Chad Whitson,Guaranteed Rate Field,"60 degrees, partly cloudy","6 mph, Out to CF",0
30611,4,phi,5/6/2018,213,201800502,5,was,1:35 PM,Sean Barber,Nationals Park,"68 degrees, cloudy","0 mph, None",0
38285,9,pit,5/6/2018,182,201800503,0,mil,1:11 PM,Marvin Hudson,Miller Park,"63 degrees, sunny","11 mph, L to R",0
37896,4,sfn,5/6/2018,189,201800504,3,atl,1:39 PM,Vic Carapazza,SunTrust Park,"74 degrees, sunny","11 mph, Varies",0
14032,2,tor,5/6/2018,176,201800505,1,tba,1:10 PM,Jeremie Rehak,Tropicana Field,"72 degrees, dome","0 mph, None",0
20057,6,det,5/7/2018,188,201800506,7,tex,7:08 PM,Alan Porter,Globe Life Park in Arlington,"91 degrees, clear","11 mph, In from CF",0
7360,16,hou,5/7/2018,177,201800507,2,oak,7:08 PM,Joe West,Oakland Coliseum,"62 degrees, clear","14 mph, Out to RF",0
37333,2,mia,5/7/2018,168,201800508,14,chn,7:06 PM,Lance Barksdale,Wrigley Field,"61 degrees, clear","5 mph, L to R",0
40182,6,min,5/7/2018,175,201800509,0,sln,7:12 PM,Mike Winters,Busch Stadium,"75 degrees, clear","9 mph, R to L",0
15187,7,nyn,5/7/2018,167,201800510,6,cin,7:10 PM,Ron Kulpa,Great American Ball Park,"73 degrees, partly cloudy","8 mph, Out to RF",0
17050,0,sfn,5/7/2018,185,201800511,11,phi,7:07 PM,Brian Knight,Citizens Bank Park,"74 degrees, partly cloudy","9 mph, R to L",0
17296,8,was,5/7/2018,180,201800512,5,sdn,7:12 PM,Brian Gorman,Petco Park,"63 degrees, clear","6 mph, L to R",0
33144,2,ana,5/8/2018,162,201800513,4,col,6:41 PM,Jordan Baker,Coors Field,"76 degrees, clear","6 mph, In from CF",0
45894,8,ari,5/8/2018,269,201800514,5,lan,7:10 PM,Chris Guccione,Dodger Stadium,"70 degrees, partly cloudy","6 mph, L to R",0
15382,1,atl,5/8/2018,175,201800515,0,tba,7:10 PM,Phil Cuzzi,Tropicana Field,"72 degrees, dome","0 mph, None",0
45773,2,bos,5/8/2018,209,201800516,3,nya,7:11 PM,Gary Cederstrom,Yankee Stadium,"66 degrees, clear","8 mph, R to L",0
35314,2,cle,5/8/2018,169,201800517,3,mil,6:40 PM,Manny Gonzalez,Miller Park,"78 degrees, partly cloudy","13 mph, In from CF",0
18634,7,det,5/8/2018,184,201800518,4,tex,7:08 PM,Bill Miller,Globe Life Park in Arlington,"88 degrees, clear","17 mph, In from RF",0
9675,4,hou,5/8/2018,166,201800519,2,oak,7:07 PM,Doug Eddings,Oakland Coliseum,"63 degrees, clear","13 mph, Out to RF",0
10863,15,kca,5/8/2018,201,201800520,7,bal,7:07 PM,Carlos Torres,Oriole Park at Camden Yards,"75 degrees, clear","6 mph, R to L",0
40051,3,mia,5/8/2018,158,201800521,4,chn,7:05 PM,Will Little,Wrigley Field,"71 degrees, partly cloudy","7 mph, In from RF",0
39253,7,min,5/8/2018,174,201800522,1,sln,12:15 PM,Tim Timmons,Busch Stadium,"77 degrees, sunny","11 mph, R to L",0
14804,2,nyn,5/8/2018,175,201800523,7,cin,7:10 PM,Jerry Meals,Great American Ball Park,"80 degrees, partly cloudy","6 mph, Varies",0
12871,10,pit,5/8/2018,233,201800524,6,cha,7:10 PM,Jim Reynolds,Guaranteed Rate Field,"72 degrees, partly cloudy","10 mph, L to R",0
20513,5,sea,5/8/2018,139,201800525,0,tor,7:08 PM,James Hoye,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
22456,2,sfn,5/8/2018,173,201800526,4,phi,7:09 PM,Gerry Davis,Citizens Bank Park,"72 degrees, partly cloudy","10 mph, R to L",0
18989,4,was,5/8/2018,151,201800527,0,sdn,7:10 PM,Tripp Gibson III,Petco Park,"63 degrees, clear","7 mph, Varies",0
33689,8,ana,5/9/2018,190,201800528,0,col,1:11 PM,Jerry Layne,Coors Field,"72 degrees, partly cloudy","5 mph, Out to CF",0
45600,3,ari,5/9/2018,228,201800529,6,lan,7:11 PM,David Rackley,Dodger Stadium,"68 degrees, clear","4 mph, Out to LF",0
12082,5,atl,5/9/2018,171,201800530,2,tba,7:11 PM,Adam Hamari,Tropicana Field,"72 degrees, dome","0 mph, None",0
47088,6,bos,5/9/2018,222,201800531,9,nya,7:09 PM,Cory Blaser,Yankee Stadium,"68 degrees, partly cloudy","9 mph, R to L",0
26345,6,cle,5/9/2018,161,201800532,2,mil,12:10 PM,Andy Fletcher,Miller Park,"70 degrees, roof closed","0 mph, None",0
30387,4,det,5/9/2018,202,201800533,5,tex,1:09 PM,Angel Hernandez,Globe Life Park in Arlington,"83 degrees, partly cloudy","12 mph, In from RF",0
18044,4,hou,5/9/2018,163,201800534,1,oak,12:37 PM,Marty Foster,Oakland Coliseum,"65 degrees, partly cloudy","13 mph, Out to RF",0
14375,3,kca,5/9/2018,165,201800535,5,bal,7:07 PM,Paul Nauert,Oriole Park at Camden Yards,"76 degrees, clear","10 mph, Out to LF",0
34486,4,mia,5/9/2018,193,201800536,13,chn,1:20 PM,Ted Barrett,Wrigley Field,"78 degrees, cloudy","17 mph, Out to LF",0
16452,1,nyn,5/9/2018,150,201800537,2,cin,12:38 PM,Gabe Morales,Great American Ball Park,"79 degrees, cloudy","12 mph, R to L",0
12476,6,pit,5/9/2018,166,201800538,5,cha,1:10 PM,John Tumpane,Guaranteed Rate Field,"77 degrees, cloudy","21 mph, R to L",0
20290,2,sea,5/9/2018,188,201800539,5,tor,7:08 PM,Quinn Wolcott,Rogers Centre,"62 degrees, clear","12 mph, Out to RF",0
18448,3,sfn,5/9/2018,199,201800540,11,phi,7:08 PM,Pat Hoberg,Citizens Bank Park,"75 degrees, clear","8 mph, Out to LF",0
18804,1,was,5/9/2018,170,201800541,2,sdn,6:12 PM,Mike DiMuro,Petco Park,"67 degrees, clear","9 mph, L to R",0
8277,9,atl,5/10/2018,180,201800542,2,mia,7:11 PM,Rob Drake,Marlins Park,"79 degrees, partly cloudy","13 mph, L to R",0
46899,5,bos,5/10/2018,201,201800543,4,nya,7:09 PM,Stu Scheurwater,Yankee Stadium,"62 degrees, partly cloudy","9 mph, R to L",55
47383,4,cin,5/10/2018,179,201800544,1,lan,7:11 PM,Bill Miller,Dodger Stadium,"67 degrees, partly cloudy","4 mph, L to R",0
17842,6,kca,5/10/2018,177,201800545,11,bal,7:07 PM,Kerwin Danley,Oriole Park at Camden Yards,"80 degrees, cloudy","3 mph, Varies",0
31093,5,mil,5/10/2018,180,201800546,2,col,6:42 PM,Nic Lentz,Coors Field,"85 degrees, partly cloudy","9 mph, R to L",0
30127,4,min,5/10/2018,188,201800547,7,ana,7:08 PM,Larry Vanover,Angel Stadium of Anaheim,"68 degrees, clear","8 mph, Out to LF",0
22315,9,sea,5/10/2018,178,201800548,3,tor,7:07 PM,Jeff Kellogg,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
30204,3,sfn,5/10/2018,167,201800549,6,phi,1:08 PM,Mark Carlson,Citizens Bank Park,"71 degrees, cloudy","10 mph, Out to CF",0
20515,2,sln,5/10/2018,159,201800550,1,sdn,7:10 PM,Jeff Nelson,Petco Park,"63 degrees, cloudy","7 mph, L to R",0
17397,2,was,5/10/2018,222,201800551,1,ari,6:40 PM,Mark Ripperger,Chase Field,"78 degrees, roof closed","0 mph, None",0
9149,3,atl,5/11/2018,162,201800552,6,mia,7:10 PM,Sean Barber,Marlins Park,"79 degrees, partly cloudy","12 mph, In from LF",0
28695,3,bos,5/11/2018,234,201800553,5,tor,7:08 PM,Ed Hickox,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
39585,2,cha,5/11/2018,225,201800554,11,chn,1:26 PM,Brian Gorman,Wrigley Field,"49 degrees, overcast","17 mph, In from RF",0
46979,6,cin,5/11/2018,208,201800555,2,lan,7:11 PM,Alan Porter,Dodger Stadium,"60 degrees, cloudy","6 mph, L to R",0
24408,10,kca,5/11/2018,214,201800556,9,cle,7:10 PM,Eric Cooper,Progressive Field,"55 degrees, cloudy","7 mph, L to R",0
36139,11,mil,5/11/2018,260,201800557,10,col,6:41 PM,Lance Barksdale,Coors Field,"65 degrees, cloudy","14 mph, In from CF",0
43521,5,min,5/11/2018,203,201800558,4,ana,7:09 PM,Hunter Wendelstedt,Angel Stadium of Anaheim,"61 degrees, cloudy","10 mph, Out to CF",0
29247,3,nyn,5/11/2018,169,201800559,1,phi,7:07 PM,Dan Bellino,Citizens Bank Park,"75 degrees, partly cloudy","8 mph, In from CF",0
43093,10,oak,5/11/2018,182,201800560,5,nya,7:09 PM,Marvin Hudson,Yankee Stadium,"70 degrees, partly cloudy","9 mph, In from LF",0
34720,2,sfn,5/11/2018,200,201800561,11,pit,7:06 PM,Chris Segal,PNC Park,"62 degrees, cloudy","8 mph, In from LF",0
28207,9,sln,5/11/2018,195,201800562,5,sdn,7:10 PM,Laz Diaz,Petco Park,"59 degrees, overcast","12 mph, L to R",0
28170,4,tba,5/11/2018,156,201800563,9,bal,7:07 PM,Brian Knight,Oriole Park at Camden Yards,"80 degrees, cloudy","2 mph, L to R",0
34297,1,tex,5/11/2018,188,201800564,0,hou,7:10 PM,Greg Gibson,Minute Maid Park,"83 degrees, partly cloudy","12 mph, Out to LF",0
22901,3,was,5/11/2018,144,201800565,1,ari,6:40 PM,Joe West,Chase Field,"78 degrees, roof closed","0 mph, None",0
12383,10,atl,5/12/2018,206,201800566,5,mia,7:10 PM,Mike Winters,Marlins Park,"75 degrees, roof closed","0 mph, None",0
37588,5,bos,5/12/2018,191,201800567,2,tor,4:08 PM,Ron Kulpa,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
41099,4,cha,5/12/2018,200,201800568,8,chn,3:35 PM,Adrian Johnson,Wrigley Field,"46 degrees, cloudy","11 mph, In from CF",135
49911,5,cin,5/12/2018,197,201800569,3,lan,6:10 PM,Jeremie Rehak,Dodger Stadium,"62 degrees, cloudy","4 mph, Out to CF",0
24587,2,kca,5/12/2018,151,201800570,6,cle,5:25 PM,Gary Cederstrom,Progressive Field,"48 degrees, overcast","10 mph, In from RF",75
35408,0,mil,5/12/2018,167,201800571,4,col,6:11 PM,Will Little,Coors Field,"58 degrees, overcast","6 mph, In from RF",0
40117,5,min,5/12/2018,261,201800572,3,ana,6:08 PM,Chris Guccione,Angel Stadium of Anaheim,"66 degrees, cloudy","9 mph, R to L",0
41859,6,oak,5/12/2018,255,201800573,7,nya,1:08 PM,James Hoye,Yankee Stadium,"58 degrees, cloudy","10 mph, In from RF",0
1,3,sea,5/12/2018,155,201800574,4,det,4:10 PM,Scott Barry,Comerica Park,"48 degrees, cloudy","9 mph, L to R",0
25506,9,sea,5/12/2018,215,201800575,5,det,7:29 PM,Carlos Torres,Comerica Park,"52 degrees, cloudy","5 mph, L to R",0
27502,5,sfn,5/12/2018,194,201800576,6,pit,8:38 PM,Tom Hallion,PNC Park,"76 degrees, rain","9 mph, Out to RF",93
32715,1,sln,5/12/2018,256,201800577,2,sdn,5:56 PM,Manny Gonzalez,Petco Park,"64 degrees, partly cloudy","6 mph, Varies",0
1,3,tba,5/12/2018,147,201800578,6,bal,3:07 PM,Gerry Davis,Oriole Park at Camden Yards,"79 degrees, partly cloudy","1 mph, Out to CF",0
24534,10,tba,5/12/2018,178,201800579,3,bal,6:13 PM,Pat Hoberg,Oriole Park at Camden Yards,"82 degrees, cloudy","4 mph, R to L",79
36482,1,tex,5/12/2018,157,201800580,6,hou,6:10 PM,Jansen Visconti,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
29428,2,was,5/12/2018,197,201800581,1,ari,1:05 PM,Doug Eddings,Chase Field,"74 degrees, roof closed","0 mph, None",0
7435,4,atl,5/13/2018,170,201800582,3,mia,1:11 PM,Tim Timmons,Marlins Park,"75 degrees, roof closed","0 mph, None",0
37888,5,bos,5/13/2018,222,201800583,3,tor,1:08 PM,Jerry Meals,Rogers Centre,"59 degrees, sunny","15 mph, R to L",0
40537,5,cha,5/13/2018,167,201800584,3,chn,1:20 PM,Tripp Gibson III,Wrigley Field,"57 degrees, cloudy","7 mph, In from CF",0
44787,5,cin,5/13/2018,175,201800585,3,lan,1:10 PM,Angel Hernandez,Dodger Stadium,"60 degrees, cloudy","2 mph, In from CF",0
22105,2,kca,5/13/2018,174,201800586,11,cle,1:11 PM,Cory Blaser,Progressive Field,"55 degrees, partly cloudy","9 mph, In from RF",0
40453,7,mil,5/13/2018,217,201800587,3,col,1:12 PM,Ted Barrett,Coors Field,"56 degrees, cloudy","12 mph, In from CF",0
38029,1,min,5/13/2018,208,201800588,2,ana,1:08 PM,David Rackley,Angel Stadium of Anaheim,"67 degrees, cloudy","8 mph, R to L",0
34091,2,nyn,5/13/2018,199,201800589,4,phi,2:34 PM,Jim Reynolds,Citizens Bank Park,"56 degrees, overcast","9 mph, R to L",59
40538,2,oak,5/13/2018,187,201800590,6,nya,3:50 PM,Quinn Wolcott,Yankee Stadium,"53 degrees, cloudy","10 mph, In from LF",165
24718,4,sea,5/13/2018,177,201800591,5,det,1:11 PM,Paul Nauert,Comerica Park,"54 degrees, cloudy","6 mph, L to R",0
22649,5,sfn,5/13/2018,184,201800592,0,pit,1:38 PM,Phil Cuzzi,PNC Park,"71 degrees, cloudy","6 mph, In from LF",0
28183,3,sln,5/13/2018,167,201800593,5,sdn,1:10 PM,Chad Whitson,Petco Park,"68 degrees, partly cloudy","8 mph, L to R",0
25257,1,tba,5/13/2018,181,201800594,17,bal,1:07 PM,Mark Carlson,Oriole Park at Camden Yards,"62 degrees, overcast","4 mph, Varies",0
39405,1,tex,5/13/2018,172,201800595,6,hou,1:11 PM,Jordan Baker,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
31906,6,was,5/13/2018,189,201800596,4,ari,5:07 PM,Marty Foster,Chase Field,"75 degrees, roof closed","0 mph, None",0
35946,6,atl,5/14/2018,194,201800597,5,chn,1:21 PM,Shane Livensparger,Wrigley Field,"75 degrees, cloudy","6 mph, Out to LF",0
36156,7,cin,5/14/2018,182,201800598,10,sfn,7:15 PM,Mark Ripperger,AT&T Park,"57 degrees, partly cloudy","13 mph, Out to CF",0
17775,3,cle,5/14/2018,190,201800599,6,det,7:10 PM,Gabe Morales,Comerica Park,"75 degrees, partly cloudy","8 mph, R to L",0
17245,6,col,5/14/2018,175,201800600,4,sdn,7:11 PM,Larry Vanover,Petco Park,"64 degrees, partly cloudy","13 mph, L to R",0
28229,1,hou,5/14/2018,147,201800601,2,ana,7:08 PM,Brian O'Nora,Angel Stadium of Anaheim,"68 degrees, clear","8 mph, Out to CF",0
17390,7,mil,5/14/2018,186,201800602,2,ari,6:40 PM,Todd Tichenor,Chase Field,"94 degrees, clear","9 mph, L to R",0
35249,6,oak,5/14/2018,160,201800603,5,bos,7:12 PM,Ben May,Fenway Park,"65 degrees, clear","6 mph, Out to CF",0
16581,1,sea,5/14/2018,173,201800604,0,min,7:52 PM,D.J. Reyburn,Target Field,"63 degrees, rain","10 mph, Out to RF",102
14174,2,tba,5/14/2018,153,201800605,1,kca,6:08 PM,Rob Drake,Kauffman Stadium,"81 degrees, cloudy","4 mph, R to L",0
11847,0,cha,5/15/2018,183,201800606,7,pit,7:07 PM,Chad Fairchild,PNC Park,"77 degrees, partly cloudy","10 mph, Out to CF",0
34452,3,chn,5/15/2018,171,201800607,2,atl,7:35 PM,Jim Wolf,SunTrust Park,"77 degrees, cloudy","7 mph, L to R",0
37809,3,cin,5/15/2018,173,201800608,5,sfn,7:15 PM,Joe West,AT&T Park,"60 degrees, partly cloudy","16 mph, Out to CF",0
20997,8,cle,5/15/2018,201,201800609,9,det,7:10 PM,Roberto Ortiz,Comerica Park,"70 degrees, partly cloudy","6 mph, In from LF",0
19598,0,col,5/15/2018,143,201800610,4,sdn,12:40 PM,Hunter Wendelstedt,Petco Park,"69 degrees, sunny","8 mph, Out to RF",0
28358,5,hou,5/15/2018,198,201800611,3,ana,7:08 PM,Fieldin Culbreth,Angel Stadium of Anaheim,"68 degrees, clear","8 mph, In from RF",0
6242,2,lan,5/15/2018,174,201800612,4,mia,7:10 PM,Jerry Layne,Marlins Park,"78 degrees, roof closed","0 mph, None",0
17914,1,mil,5/15/2018,160,201800613,2,ari,6:40 PM,Alan Porter,Chase Field,"94 degrees, clear","7 mph, L to R",0
41567,3,nya,5/15/2018,175,201800614,5,was,7:06 PM,Lance Barksdale,Nationals Park,"85 degrees, cloudy","15 mph, Out to CF",70
34906,5,oak,5/15/2018,196,201800615,3,bos,8:52 PM,Mark Wegner,Fenway Park,"59 degrees, cloudy","9 mph, In from CF",102
24259,1,sln,5/15/2018,165,201800616,4,min,7:10 PM,Scott Barry,Target Field,"76 degrees, clear","7 mph, Out to CF",0
21500,6,tba,5/15/2018,173,201800617,5,kca,7:15 PM,Sean Barber,Kauffman Stadium,"78 degrees, clear","9 mph, R to L",0
